,videoId,title,description,publishedAt,commentCount,dislikeCount,favoriteCount,likeCount,viewCount
286,K2FAlsc90-A,2億回記念！本気ネタ！『高校生を子供扱いする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:03Z,824,169,0,10705,705797
287,LG2A51QJhd4,2億回記念！本気ネタ！『お尻ケガした奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:03Z,586,205,0,8975,821060
288,MZGyFTDb-pc,2億回記念！本気ネタ！『先生のくせに、なんか変な奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:04Z,575,131,0,5305,477443
289,GW30zOaqQiI,2億回記念！本気ネタ！『ノリツッコミ長い奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02Z,1131,488,0,15590,1769337
290,O3HkWv3U7qU,2億回記念！本気ネタ！『尻にペットボトル入れるのバレる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02Z,338,62,0,3217,259803
291,1iKQMZfGEAs,2億回記念！本気ネタ！『ピアニストとコラボする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02Z,469,48,0,2639,121726
292,-wf94CUDDPg,2億回記念！本気ネタ！『変わってる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00Z,774,144,0,10523,586828
293,76pwJaymvf0,2億回記念！本気ネタ！『笛が落ちずにすんだ奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-27T09:00:01Z,454,23,0,6179,188611
294,FEMk0JbFEXY,2億回記念！本気ネタ！『しょーもないことでもめる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02Z,471,64,0,4071,314459
295,HKbXmSDYVzg,2億回記念！本気ネタ！『言い回しが珍しい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02Z,388,137,0,6081,509871
296,1VXcAPbPDiM,2億回記念！本気ネタ！『知らんOBの挨拶ダルイ奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00Z,533,139,0,9141,572308
297,nb19pgB_mC4,2億回記念！本気ネタ！『デビュー曲のタイトル勝手に決める奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:09Z,437,122,0,4523,583293
298,3gClxCwNUjw,2億回記念！本気ネタ！『頭おかしい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00Z,1061,223,0,11354,919100
299,JCWTU6hfH9w,2億回記念！本気ネタ！『何回も確認する奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:05Z,523,185,0,7506,754478
300,2fuKvKLPIDk,2億回記念！本気ネタ！『人質チョイスミスった奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00Z,2355,1813,0,66327,4522498
301,_YR-a_uTEPo,2億回記念！本気ネタ！『何回も生き返らされる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:10Z,1048,635,0,17879,1841737
302,RPXFYBRJVMw,『独裁者の卵な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-25T09:00:07Z,1992,537,0,21845,1891980
303,uT0fVxDwTS8,『一瞬変なこと言った医者な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-24T09:00:13Z,773,131,0,6671,410608
304,EyGMilxXmOA,『キングオブコント決勝でやったネタ「空き巣」をする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-21T13:15:01Z,1938,294,0,11986,1132814
305,57FeWkbkkDs,『ウケ過ぎてテンション下がる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-21T09:00:01Z,1436,62,0,3666,253885
306,fPPoUnqrV9k,『路上でやるには向いてない漫才する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-20T09:00:11Z,810,76,0,3511,245037
307,8oY3kmyNjQ4,『転校初日に熟睡する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-19T09:00:00Z,1076,113,0,5706,373733
308,i_XpwEohjng,『焦らんタイプの奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-18T09:00:12Z,1076,135,0,7782,540747
309,5avDGZu7FAI,『カラオケ延長するかどうかわからん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-14T09:00:02Z,1128,253,0,4993,438407
310,FGi-PRGC0ZE,『笑うときバシバシ叩く奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-12T09:00:03Z,933,60,0,3141,193669
311,XX6EOBjIUXU,『無名のミュージシャンに取材する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-10T09:00:09Z,626,102,0,3383,356017
312,9h9kg62-QMQ,『失礼なこと言われてもグッとこらえる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-09T09:00:00Z,566,71,0,2404,206312
313,eLcLnUAp8bc,『バイト面接を受ける、関東出身のツッコミ下手な人な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-03T09:00:09Z,1853,192,0,7838,506746
314,Lt0n4oIyn24,『昼休みにタトゥー入れた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-02T09:00:10Z,1232,353,0,7325,955325
315,r39HgtdJnfg,『客どかす奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-31T09:00:16Z,933,153,0,4022,361324
316,EimMH-Tj5dU,『タトゥーの痛み耐えられへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-28T09:00:05Z,1162,172,0,6235,628341
317,DsyW7dBpp08,『南っていう奴〜バイトの面接〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-27T09:00:02Z,873,110,0,5099,325166
318,UseRaR6gHD8,『写真撮る時、顔にチャラさ出る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-25T09:00:09Z,637,116,0,4369,314074
319,Lrm3j56eJ5I,『ヤツって言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-24T09:00:05Z,764,98,0,4759,411710
320,krFc0_M4XWY,『言語覚える天才な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-19T09:00:07Z,2536,508,0,18598,1523326
321,e8FK9g08Q08,『男子バレエ部に入った奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-17T09:00:05Z,887,52,0,2761,178314
322,ctSJkyyLK50,『入院してる病室教えへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-16T09:00:15Z,1140,310,0,10602,982535
323,digaQhVm020,『密着ＯＫ、カメラＮＧな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-15T09:00:14Z,686,141,0,4416,429077
324,GeYCfiulktg,『目利き悪い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-14T09:00:05Z,333,57,0,2091,207224
325,8M6JrkLAuoE,『木片でどつく奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-13T09:00:00Z,589,48,0,2488,188499
326,CMztIqNLdZs,『地声良いのに歌声普通の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-09T09:00:00Z,1104,325,0,17120,1581297
327,9MjTFALthfU,『空手でスコップ使う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-08T09:00:02Z,726,100,0,3263,347778
328,N5kqPXc2l0o,『南っていう奴〜店予約電話〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-05T09:00:02Z,1294,217,0,12393,757363
329,VVna70cuoaM,『１年間けん玉練習するって言って、しなかった奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-28T09:00:04Z,1243,220,0,6846,690178
330,gvJtxDTnPLQ,『話し合い進まない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-24T09:00:12Z,651,55,0,2234,157950
331,QhtMB3UDmnc,『「つー！」って言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-23T09:00:02Z,753,60,0,3152,224415
332,KJ5M_bvekHU,『わだかまり感じる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-22T09:00:09Z,575,73,0,2601,302833
333,ViExjY_tWO4,『南っていう奴〜家庭教師〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-21T09:00:03Z,790,80,0,5570,317760
334,k4GyvUH1J5g,『お互いにきしょいと思い合ってる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-18T09:00:07Z,2939,529,0,21930,1770713
335,2zvAnCDprZs,『殴られるん下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-17T09:00:02Z,511,55,0,3494,204922
336,94jmvfkaYQc,『高学歴やけど不採用なる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-15T09:00:04Z,1078,479,0,8832,1175121
337,YNzjX8eqFEU,『社長なのに平社員顔の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-14T09:00:09Z,810,421,0,10856,1164344
338,b59aeI6c8oI,『珍しい名前のせいで不採用なる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-12T09:00:10Z,1450,386,0,11987,1285884
339,bf_xxwD3pKg,『滑舌良すぎて、話逸れる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-11T09:00:10Z,1256,258,0,7921,598919
340,wrzOwOaDjVY,ジャルジャル１億回再生突破！記念ライブ,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-06T11:44:10Z,338,145,0,4496,337947
341,ohW0Zw6TVSA,『財布拾ってくれた御礼にパソコンあげる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-05T09:00:10Z,1185,132,0,3938,415880
342,u3UwUpBF_As,『牛丼屋でアクエリ頼む奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-02T09:00:10Z,1118,295,0,7898,871824
343,MPxG6-mX9J4,『小１から帽子変えてない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-30T09:00:02Z,777,171,0,5996,617539
344,t1UZ9o-OKzw,『くすぐりたい奴とネタ入りたい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-29T09:00:10Z,704,95,0,2547,254818
345,C1k4GRQ96zY,『犬かもしれない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-22T09:00:00Z,596,83,0,3642,227956
346,o5n24MtNFzo,『正直者やけどヤバい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-20T09:00:06Z,642,145,0,5104,551246
347,PIiLsb9a2Ig,『相方を理解できない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-19T09:00:02Z,835,178,0,6356,381960
348,itEIyoheRlg,『南っていう奴〜停電〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-17T09:00:08Z,657,76,0,9978,484526
349,1o-JzOauoIY,『死にかけている人に気付かない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-14T09:00:00Z,614,111,0,3952,333645
350,CNv0Eoqb0k0,『隣人うるさい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-09T09:00:00Z,748,164,0,5781,415280
351,-_c0BzA1EJ8,『南っていう奴〜サングラス〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-06-06T09:00:00Z,629,66,0,4667,299779
352,WUI3u9Q6abI,『コントと現実の違い見せる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-26T09:00:06Z,594,111,0,4172,295409
353,alc0s-6I24U,『怒られてるのに殴る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-22T09:00:00Z,884,216,0,7984,653752
354,N0ahGNRkcyk,『「気ぃ失った」って言うてくれる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-20T09:00:00Z,723,86,0,4158,247788
355,PuEwhbEvydY,『必死にネタを思い出す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-18T09:00:03Z,1022,233,0,4712,712228
356,-E-SxHFI1ZM,『ジャンピングビンタする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-17T09:00:00Z,646,127,0,4139,333174
357,yn0kScjpM5M,『漫才中、横柄な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-16T09:00:08Z,527,162,0,4221,493148
358,pjJNQ1tvYLw,『南っていう奴〜しりとり〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-14T09:00:06Z,650,210,0,9073,684587
359,yEaigqvyzqA,『祭りしか言わん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-13T09:00:14Z,808,279,0,6822,559137
360,r2AS6A6uqG0,『ボスとジョボっていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-05-12T09:00:07Z,455,152,0,4411,311873
361,mlMElwFGx4c,１億回記念！本気ネタ！『南っていう奴②』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03Z,417,106,0,9926,731277
362,s0X3-Hv5GBk,１億回記念！本気ネタ！『服小さい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:05Z,201,46,0,4619,369362
363,XC40Vw4quJw,１億回記念！本気ネタ！『フィリピン語で数学数える奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,1680,436,0,24691,1576125
364,Dyhe_loo6xc,１億回記念！本気ネタ！『手品成功してガッツポーズしまくる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,494,236,0,9674,986066
365,J0VJe9CifX4,１億回記念！本気ネタ！『腹殴る奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00Z,1844,1158,0,16932,1702377
366,V_b9xpHkAQs,１億回記念！本気ネタ！『歌うんハズい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03Z,925,467,0,13034,1602782
367,AOtvUnalVYc,１億回記念！本気ネタ！『ハズレの先生が担任になった奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00Z,6525,2718,0,89676,7874220
368,8FMnBXyks-I,１億回記念！本気ネタ！『大尻•凡尻歌う奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,416,90,0,5609,416430
369,sue20eNdbvI,１億回記念！本気ネタ！『男子高校生のくせにアイドル目線な歌を作る奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました！...,2019-05-12T03:00:02Z,596,182,0,10145,949655
370,3PSPuIO2Yno,１億回記念！本気ネタ！『男なのに女子バレー部の試合呼ばれた奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:01Z,2289,1798,0,19125,2063000
371,h-6GSPQdnI4,１億回記念！本気ネタ！『江戸っ子探偵練習させられる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:04Z,404,106,0,6174,526592
372,C-pWFg-xkgM,１億回記念！本気ネタ！『めっちゃ練習する奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:02Z,2654,839,0,37012,2716460
373,r1wUKfGtRxU,１億回記念！本気ネタ！『ハゲてもうてる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:03Z,712,354,0,12348,1649345
374,yp9wu86XorI,１億回記念！本気ネタ！『何回も部屋入ってくる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:04Z,1621,667,0,23268,2029502
375,XqIHqB1ywtY,１億回記念！本気ネタ！『くしゃみとゲップとあくび変な奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:00Z,2331,574,0,57039,2769747
376,Da5oLapquOI,１億回記念！本気ネタ！『「違いますよ」って言う奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が1億回を突破しました。...,2019-05-12T03:00:01Z,860,595,0,18220,2383874
